State,County,"Total law
enforcement
employees","Total
officers","Total
civilians"
WEST VIRGINIA-Nonmetropolitan Counties,Ritchie,9,7,2
WEST VIRGINIA-Nonmetropolitan Counties,Roane,9,8,1
WEST VIRGINIA-Nonmetropolitan Counties,Summers,10,6,4
WEST VIRGINIA-Nonmetropolitan Counties,Taylor,15,7,8
WEST VIRGINIA-Nonmetropolitan Counties,Tucker,4,4,0
WEST VIRGINIA-Nonmetropolitan Counties,Tyler,8,7,1
WEST VIRGINIA-Nonmetropolitan Counties,Upshur,13,11,2
WEST VIRGINIA-Nonmetropolitan Counties,Webster,8,5,3
WEST VIRGINIA-Nonmetropolitan Counties,Wetzel,10,10,0
WEST VIRGINIA-Nonmetropolitan Counties,Wyoming,26,20,6
WISCONSIN-Metropolitan Counties,Brown,325,152,173
WISCONSIN-Metropolitan Counties,Calumet,50,23,27
WISCONSIN-Metropolitan Counties,Chippewa,66,53,13
WISCONSIN-Metropolitan Counties,Columbia,95,40,55
WISCONSIN-Metropolitan Counties,Dane,536,433,103
WISCONSIN-Metropolitan Counties,Douglas,80,28,52
WISCONSIN-Metropolitan Counties,Eau Claire,89,40,49
WISCONSIN-Metropolitan Counties,Fond du Lac,112,57,55
WISCONSIN-Metropolitan Counties,Iowa,39,36,3
WISCONSIN-Metropolitan Counties,Kenosha,334,114,220
WISCONSIN-Metropolitan Counties,Kewaunee,34,32,2
WISCONSIN-Metropolitan Counties,La Crosse,112,41,71
WISCONSIN-Metropolitan Counties,Marathon,174,66,108
WISCONSIN-Metropolitan Counties,Milwaukee,"1,243",369,874
WISCONSIN-Metropolitan Counties,Oconto,62,26,36
WISCONSIN-Metropolitan Counties,Outagamie,201,82,119
WISCONSIN-Metropolitan Counties,Ozaukee,100,78,22
WISCONSIN-Metropolitan Counties,Pierce,50,46,4
WISCONSIN-Metropolitan Counties,Racine,214,136,78
WISCONSIN-Metropolitan Counties,Rock,206,96,110
WISCONSIN-Metropolitan Counties,Sheboygan,146,71,75
WISCONSIN-Metropolitan Counties,St. Croix,84,76,8
WISCONSIN-Metropolitan Counties,Washington,171,72,99
WISCONSIN-Metropolitan Counties,Waukesha,339,161,178
WISCONSIN-Metropolitan Counties,Winnebago,186,128,58
WISCONSIN-Nonmetropolitan Counties,Adams,57,28,29
WISCONSIN-Nonmetropolitan Counties,Ashland,39,21,18
WISCONSIN-Nonmetropolitan Counties,Barron,69,28,41
WISCONSIN-Nonmetropolitan Counties,Bayfield,40,19,21
WISCONSIN-Nonmetropolitan Counties,Buffalo,22,13,9
WISCONSIN-Nonmetropolitan Counties,Burnett,34,17,17
WISCONSIN-Nonmetropolitan Counties,Clark,50,47,3
WISCONSIN-Nonmetropolitan Counties,Crawford,29,28,1
WISCONSIN-Nonmetropolitan Counties,Dodge,174,76,98
WISCONSIN-Nonmetropolitan Counties,Door,66,32,34
WISCONSIN-Nonmetropolitan Counties,Dunn,55,25,30
WISCONSIN-Nonmetropolitan Counties,Florence,24,20,4
WISCONSIN-Nonmetropolitan Counties,Forest,38,18,20
WISCONSIN-Nonmetropolitan Counties,Grant,46,25,21
WISCONSIN-Nonmetropolitan Counties,Green,57,35,22
WISCONSIN-Nonmetropolitan Counties,Green Lake,43,17,26
WISCONSIN-Nonmetropolitan Counties,Iron,19,11,8
WISCONSIN-Nonmetropolitan Counties,Jackson,45,21,24
WISCONSIN-Nonmetropolitan Counties,Jefferson,120,97,23
WISCONSIN-Nonmetropolitan Counties,Juneau,46,43,3
WISCONSIN-Nonmetropolitan Counties,Lafayette,25,13,12
WISCONSIN-Nonmetropolitan Counties,Langlade,37,14,23
WISCONSIN-Nonmetropolitan Counties,Lincoln,64,29,35
WISCONSIN-Nonmetropolitan Counties,Manitowoc,102,59,43
WISCONSIN-Nonmetropolitan Counties,Marinette,75,30,45
WISCONSIN-Nonmetropolitan Counties,Marquette,35,33,2
WISCONSIN-Nonmetropolitan Counties,Menominee,20,11,9
WISCONSIN-Nonmetropolitan Counties,Monroe,49,40,9
WISCONSIN-Nonmetropolitan Counties,Oneida,84,38,46
WISCONSIN-Nonmetropolitan Counties,Pepin,17,7,10
WISCONSIN-Nonmetropolitan Counties,Polk,73,28,45
WISCONSIN-Nonmetropolitan Counties,Portage,93,49,44
WISCONSIN-Nonmetropolitan Counties,Price,29,19,10
WISCONSIN-Nonmetropolitan Counties,Richland,31,16,15
WISCONSIN-Nonmetropolitan Counties,Rusk,31,28,3
WISCONSIN-Nonmetropolitan Counties,Sauk,144,43,101
WISCONSIN-Nonmetropolitan Counties,Sawyer,46,34,12
WISCONSIN-Nonmetropolitan Counties,Shawano,102,37,65
WISCONSIN-Nonmetropolitan Counties,Taylor,41,18,23
WISCONSIN-Nonmetropolitan Counties,Trempealeau,51,24,27
WISCONSIN-Nonmetropolitan Counties,Vernon,46,26,20
WISCONSIN-Nonmetropolitan Counties,Vilas,71,34,37
WISCONSIN-Nonmetropolitan Counties,Walworth,209,80,129
WISCONSIN-Nonmetropolitan Counties,Washburn,31,14,17
WISCONSIN-Nonmetropolitan Counties,Waupaca,98,37,61
WISCONSIN-Nonmetropolitan Counties,Waushara,57,23,34
WISCONSIN-Nonmetropolitan Counties,Wood,71,42,29
WYOMING-Metropolitan Counties,Laramie,71,54,17
WYOMING-Metropolitan Counties,Natrona,156,120,36
WYOMING-Nonmetropolitan Counties,Albany,43,43,0
WYOMING-Nonmetropolitan Counties,Big Horn,11,10,1
WYOMING-Nonmetropolitan Counties,Campbell,60,45,15
WYOMING-Nonmetropolitan Counties,Carbon,28,18,10
WYOMING-Nonmetropolitan Counties,Converse,22,13,9
WYOMING-Nonmetropolitan Counties,Crook,18,8,10
WYOMING-Nonmetropolitan Counties,Fremont,40,36,4
WYOMING-Nonmetropolitan Counties,Goshen,36,24,12
WYOMING-Nonmetropolitan Counties,Hot Springs,9,7,2
WYOMING-Nonmetropolitan Counties,Johnson,13,12,1
WYOMING-Nonmetropolitan Counties,Lincoln,32,20,12
WYOMING-Nonmetropolitan Counties,Niobrara,15,4,11
WYOMING-Nonmetropolitan Counties,Park,27,15,12
WYOMING-Nonmetropolitan Counties,Platte,18,9,9
WYOMING-Nonmetropolitan Counties,Sheridan,27,21,6
WYOMING-Nonmetropolitan Counties,Sublette,41,36,5
WYOMING-Nonmetropolitan Counties,Sweetwater,46,41,5
WYOMING-Nonmetropolitan Counties,Teton,37,21,16
WYOMING-Nonmetropolitan Counties,Uinta,37,23,14
WYOMING-Nonmetropolitan Counties,Washakie,10,9,1
WYOMING-Nonmetropolitan Counties,Weston,10,8,2
